bacteria,host_o_antigen_type,host_o_antigen_score,host_lps_core_type,host_receptor_btub_score,host_receptor_fadL_score,host_receptor_fhua_score,host_receptor_lamB_score,host_receptor_lptD_score,host_receptor_nfrA_score,host_receptor_ompA_score,host_receptor_ompC_score,host_receptor_ompF_score,host_receptor_tolC_score,host_receptor_tsx_score,host_receptor_yncD_score,host_capsule_profile_kfia_score,host_capsule_profile_kfib_score,host_capsule_profile_kfic_score,host_capsule_profile_kfid_score,host_capsule_profile_kfoa_score,host_capsule_profile_kfob_score,host_capsule_profile_kfoc_score,host_capsule_profile_kfod_score,host_capsule_profile_kfoe_score,host_capsule_profile_kfof_score,host_capsule_profile_kfog_score,host_capsule_profile_kpsc_score,host_capsule_profile_kpsc_2_score,host_capsule_profile_kpsd_score,host_capsule_profile_kpse_score,host_capsule_profile_kpse_2_score,host_capsule_profile_kpsf_score,host_capsule_profile_kpsm_score,host_capsule_profile_kpsm_2_score,host_capsule_profile_kpss_score,host_capsule_profile_kpst_score,host_capsule_profile_kpst_2_score,host_capsule_profile_kpsu_score,host_capsule_profile_neu_score,host_capsule_profile_neua_score,host_capsule_profile_neub_score,host_capsule_profile_neud_score,host_capsule_profile_neue_score,host_capsule_profile_neus_score,host_capsule_profile_rmla_score,host_capsule_profile_rmlb_score,host_capsule_profile_rmlc_score,host_capsule_profile_rmld_score,host_capsule_profile_wckc_score,host_capsule_profile_wcke_score,host_capsule_profile_wckf_score,host_capsule_profile_wckg_score,host_capsule_profile_wckh_score,host_capsule_profile_wcki_score,host_capsule_profile_cluster_19_score,host_capsule_profile_cluster_20_score,host_capsule_profile_cluster_23_score,host_capsule_profile_cluster_25_score,host_capsule_profile_cluster_26_score,host_capsule_profile_cluster_27_score,host_capsule_profile_cluster_28_score,host_capsule_profile_cluster_29_score,host_capsule_profile_cluster_32_score,host_capsule_profile_cluster_39_score,host_capsule_profile_cluster_40_score,host_capsule_profile_cluster_42_score,host_capsule_profile_cluster_43_score,host_capsule_profile_cluster_44_score,host_capsule_profile_cluster_45_score,host_capsule_profile_cluster_47_score,host_capsule_profile_cluster_48_score,host_capsule_profile_cluster_49_score,host_capsule_profile_cluster_51_score,host_capsule_profile_cluster_52_score,host_capsule_profile_cluster_53_score,host_capsule_profile_cluster_54_score,host_capsule_profile_cluster_55_score,host_capsule_profile_cluster_56_score,host_capsule_profile_cluster_57_score,host_capsule_profile_cluster_58_score,host_capsule_profile_cluster_59_score,host_capsule_profile_cluster_60_score,host_capsule_profile_cluster_61_score,host_capsule_profile_cluster_62_score,host_capsule_profile_cluster_63_score,host_capsule_profile_cluster_64_score,host_capsule_profile_cluster_65_score,host_capsule_profile_cluster_66_score,host_capsule_profile_cluster_67_score,host_capsule_profile_cluster_72_score,host_capsule_profile_cluster_73_score,host_capsule_profile_cluster_74_score,host_capsule_profile_cluster_75_score,host_capsule_profile_cluster_76_score,host_capsule_profile_cluster_77_score,host_capsule_profile_cluster_78_score,host_capsule_profile_cluster_79_score,host_capsule_profile_cluster_80_score,host_capsule_profile_cluster_83_score,host_capsule_profile_cluster_84_score,host_capsule_profile_cluster_85_score,host_capsule_profile_cluster_86_score,host_capsule_profile_cluster_87_score,host_capsule_profile_cluster_88_score,host_capsule_profile_cluster_89_score,host_capsule_profile_cluster_90_score,host_capsule_profile_cluster_91_score,host_capsule_profile_cluster_92_score,host_capsule_profile_cluster_93_score,host_capsule_profile_cluster_94_score,host_capsule_profile_cluster_95_score,host_capsule_profile_cluster_97_score,host_capsule_profile_cluster_98_score,host_capsule_profile_cluster_99_score
ECOR-42,O16,429.222992,,1407.427856,1014.23468,1716.101196,1032.220703,1836.475586,2228.871338,763.42572,731.162842,797.481567,1045.020996,691.688721,1601.103516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.507904,55.609051,84.224449,0.0,0.0,0.0,45.467773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.648962,527.483276,75.476715,0.0,0.0,561.95166,0.0,24.421867,0.0,0.0,455.007111,0.0,53.656902,0.0,0.0,42.235352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.486916,0.0,49.782642,0.0,0.0,21.887957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.558035,0.0,0.0
ECOR-43_A,O6,954.294495,R1,1411.180908,1014.23468,1717.422729,1041.292847,1836.475586,2244.486084,788.486206,818.425659,800.040161,1045.020996,691.688721,1610.603638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,52.928928,0.0,0.0,0.0,0.0,48.460503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.460993,526.932678,75.756332,0.0,0.0,561.95166,0.0,24.636633,0.0,0.0,0.0,0.0,49.131382,0.0,0.0,43.491974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.486916,0.0,48.461514,0.0,0.0,21.923994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.273178,0.0,0.0,29.948959,0.0,0.0
ECOR-44,O17/O73/O106/O44/O77,934.821838,,1404.923828,1011.639893,1538.699463,1022.958923,1836.475586,2220.935059,761.237183,759.68866,797.481567,1043.168213,691.688721,1585.33252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,55.463051,0.0,0.0,115.782066,0.0,132.341248,22.11096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.826599,75.483543,0.0,0.0,561.95166,0.0,24.636633,0.0,0.0,0.0,0.0,49.405914,534.70752,0.0,42.112,261.199493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.675358,0.0,48.66927,0.0,0.0,18.576498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.815617,0.0,0.0,0.0,0.0,0.0
ECOR-45,O83,157.883362,R1,1407.7146,1011.639893,1716.459595,1024.96582,1836.475586,2228.585449,791.731018,768.522888,800.040161,1045.020996,691.688721,1605.655151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,52.928928,0.0,0.0,0.0,0.0,129.691483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.05582,527.227722,75.835342,18.619699,0.0,564.037659,0.0,24.636633,0.0,0.0,0.0,0.0,61.736565,0.0,0.0,38.331654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.486916,0.0,47.681198,0.0,0.0,19.080284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.591648,0.0,0.0
ECOR-46,O1,840.322327,R1,1390.842407,757.057739,1711.054443,1036.400146,1836.475586,2220.036865,758.520264,724.225891,719.51947,996.910522,691.688721,1583.416626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.085876,63.422726,0.0,0.0,0.0,0.0,46.732208,21.188593,0.0,0.0,0.0,0.0,0.0,0.0,16.459684,529.947327,75.556145,0.0,0.0,563.880005,0.0,24.638372,0.0,0.0,0.0,0.0,49.467743,534.30658,0.0,42.258339,260.025208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.403931,0.0,33.675358,0.0,49.942272,0.0,0.0,3066.176758,0.0,0.0,963.242493,775.138367,0.0,0.0,803.133728,30.585901,0.0,0.0,190.001389,0.0,0.0
ECOR-47,O17/O73/O106/O44/O77,934.821838,,1404.923828,1011.639893,1516.675293,1022.576843,1836.475586,2225.95874,788.467896,762.926025,797.481567,1043.168213,691.688721,1587.288574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.581005,55.447037,0.0,0.0,0.0,0.0,132.144485,21.60915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.947327,75.483543,0.0,0.0,561.95166,0.0,22.290815,0.0,0.0,0.0,0.0,49.405289,396.891663,0.0,42.258339,261.178772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.563698,0.0,47.992954,0.0,0.0,18.576498,90.815445,0.0,0.0,0.0,0.0,0.0,0.0,30.569223,0.0,0.0,0.0,0.0,0.0
ECOR-48,O83,163.671951,R1,1396.830566,1009.957153,1713.859497,1022.576843,1832.530029,2221.301025,758.520264,754.485046,719.51947,1043.168579,691.688721,1587.288574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.128281,1044.12915,84.731453,0.0,0.0,0.0,47.968685,21.634575,881.024902,2464.348877,0.0,535.328796,40.860619,0.0,36.309696,530.528625,74.303802,0.0,0.0,560.164978,0.0,290.459106,0.0,0.0,0.0,0.0,49.405289,534.497498,0.0,51.772743,258.400787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.993042,0.0,363.73941,0.0,0.0,45.745567,75.513885,0.0,0.0,0.0,0.0,0.0,0.0,30.65386,0.0,0.0,29.948959,0.0,0.0
ECOR-49,O2/O50,890.912537,,1390.842407,1007.02771,1713.859497,0.0,1808.432373,2220.084229,758.520264,726.447083,719.51947,1043.168213,691.688721,1584.56897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.437332,55.954426,85.403244,0.0,0.0,0.0,49.880985,20.634695,0.0,0.0,0.0,0.0,0.0,0.0,22.609081,529.947327,75.074402,0.0,298.044159,563.582886,0.0,24.650904,0.0,0.0,0.0,0.0,49.521149,534.70752,0.0,43.567703,259.015472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.973633,316.146881,33.486916,0.0,48.66927,902.452148,365.643463,26.036478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.324514,0.0,0.0,29.948959,0.0,0.0
ECOR-50,O2/O50,890.912537,,1390.842407,1007.02771,1713.859497,1032.220703,1836.475586,2220.084229,758.520264,726.447083,719.51947,1043.168213,691.688721,1582.849731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.437332,55.954426,85.403206,0.0,0.0,0.0,49.880985,20.634695,0.0,0.0,0.0,0.0,0.0,0.0,22.612041,529.947327,75.483543,0.0,296.751526,563.582886,0.0,24.650904,0.0,0.0,0.0,0.0,49.521149,534.70752,0.0,43.567703,259.015472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.79715,314.810333,33.253761,0.0,48.66927,903.937012,365.635895,18.501415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.324514,0.0,0.0,608.884521,0.0,0.0
ECOR-51,O25,850.753418,,1386.031616,756.708618,1533.292847,1021.287537,1823.706421,2219.944092,754.269226,737.957458,788.870117,1043.168213,680.180847,1590.494141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,63.422726,0.0,0.0,0.0,0.0,49.839581,20.634695,0.0,0.0,0.0,0.0,0.0,0.0,19.017622,527.62439,75.277939,18.619699,296.751526,560.792603,0.0,24.629187,0.0,0.0,0.0,0.0,53.720924,534.70752,0.0,43.388737,259.015472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.810333,33.649139,0.0,49.942272,903.937012,365.635895,18.623901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.324514,0.0,0.0,35.391483,0.0,0.0
ECOR-52,O25,850.753418,,1386.031616,756.708618,1533.292847,1021.287537,1823.706421,2222.256592,754.269226,737.957458,788.870117,1043.168213,680.180847,1590.494141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,63.422726,0.0,0.0,0.0,0.0,127.765656,21.878237,0.0,83.822884,0.0,0.0,0.0,0.0,19.412785,527.62439,75.277939,18.619699,0.0,560.792603,0.0,32.973511,0.0,0.0,0.0,0.0,53.710827,534.30658,0.0,43.388737,261.462158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.649139,0.0,49.942272,0.0,0.0,18.64978,2612.234863,0.0,0.0,0.0,0.0,0.0,0.0,29.88398,0.0,0.0,48.671337,0.0,0.0
ECOR-53,O25,365.049072,,753.962402,756.708618,1529.085205,1021.287537,1819.500488,2223.129883,785.938843,737.957458,788.870117,1043.168213,680.180847,1590.112915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,55.854366,0.0,0.0,0.0,0.0,47.233273,21.434984,0.0,57.271652,0.0,0.0,0.0,0.0,19.412785,525.859924,74.846275,18.619699,0.0,559.598694,0.0,31.985067,0.0,0.0,0.0,0.0,53.710827,534.30658,0.0,83.228165,261.833344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.557796,0.0,48.258625,0.0,0.0,18.57588,125.637672,0.0,0.0,0.0,0.0,0.0,0.0,30.570833,0.0,0.0,35.391483,0.0,0.0
ECOR-54,O25,850.753418,,1386.031616,756.708618,1533.292847,1021.287537,1823.706421,2222.256592,754.269226,737.957458,788.870117,1043.168213,680.180847,1590.494141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,63.422726,0.0,0.0,0.0,0.0,127.765656,21.878237,0.0,83.822884,0.0,0.0,0.0,0.0,19.335236,527.62439,75.277939,18.619699,0.0,560.792603,0.0,32.973511,0.0,0.0,0.0,0.0,53.671062,534.30658,0.0,43.388737,261.462158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.649139,0.0,49.942272,0.0,0.0,18.64978,2612.234863,0.0,0.0,0.0,0.0,0.0,0.0,29.88398,0.0,0.0,35.391483,0.0,0.0
ECOR-55,O25,850.753418,,1386.031616,756.708618,1533.292847,1021.287537,1823.706421,2222.256592,754.269226,737.957458,788.870117,1043.168213,680.180847,1590.494141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,63.422726,0.0,0.0,0.0,0.0,49.839581,20.634695,0.0,0.0,0.0,0.0,0.0,0.0,19.412785,527.62439,75.277939,18.619699,296.751526,560.792603,0.0,24.629187,0.0,0.0,0.0,0.0,53.710827,534.70752,0.0,43.388737,259.015472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.810333,33.649139,0.0,49.942272,903.937012,365.635895,25.783045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.324514,0.0,0.0,35.391483,0.0,0.0
ECOR-56,O6,964.918823,R1,1386.031616,756.708618,1533.292847,1021.287537,1823.706421,2222.256592,754.269226,737.957458,788.870117,1043.168213,680.180847,1590.494141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.085876,63.422726,0.0,0.0,0.0,0.0,49.839581,21.869165,0.0,0.0,0.0,0.0,0.0,0.0,19.412785,527.62439,75.277939,18.619699,0.0,560.792603,0.0,24.629187,0.0,0.0,0.0,0.0,53.710827,530.598938,0.0,43.388737,262.854675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.649139,0.0,49.942272,0.0,0.0,3034.786133,0.0,0.0,948.633972,767.758545,0.0,0.0,505.157623,52.497681,0.0,0.0,35.391483,0.0,0.0
ECOR-57,O2/O50,890.912537,,1386.031616,756.708618,1533.292847,1021.287537,1798.280762,2222.256592,754.269226,737.957458,788.870117,1043.168213,680.180847,1590.494141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,63.422726,0.0,0.0,0.0,710.716125,49.839581,42.787476,0.0,0.0,0.0,0.0,0.0,0.0,2209.392334,870.780151,75.277939,804.909607,0.0,993.123047,0.0,24.629187,0.0,0.0,0.0,0.0,53.710827,534.30658,0.0,43.388737,261.825714,0.0,0.0,0.0,0.0,571.520264,0.0,0.0,779.227112,0.0,33.649139,0.0,49.942272,0.0,0.0,18.501415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.267622,0.0,0.0,35.391483,0.0,0.0
ECOR-58,O83,158.384811,R1,1408.967896,1011.639893,1228.322876,1024.96582,1836.475586,2224.579834,791.731018,761.849731,800.040161,1045.020996,691.688721,1609.092773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,63.422726,0.0,0.0,0.0,0.0,45.501869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.645077,527.227722,77.616966,0.0,0.0,564.037659,0.0,24.636633,0.0,0.0,0.0,0.0,61.003799,0.0,0.0,42.31955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.486916,0.0,49.942272,0.0,0.0,56.836445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.948959,0.0,0.0
ECOR-59,O25,365.049072,,753.962402,756.708618,1529.085205,1018.898621,1819.500488,2223.129883,785.938843,737.957458,788.870117,1043.168213,680.180847,1590.112915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,55.854366,0.0,0.0,0.0,0.0,87.442337,28.034498,0.0,0.0,0.0,0.0,0.0,2063.496582,19.412785,527.62439,74.846275,18.619699,0.0,559.598694,0.0,24.629187,0.0,0.0,0.0,0.0,1910.343262,194.589783,0.0,43.701797,258.177399,0.0,0.0,0.0,0.0,0.0,274.521698,0.0,0.0,0.0,33.649139,0.0,48.258625,0.0,0.0,18.57588,0.0,0.0,0.0,0.0,77.143936,0.0,0.0,30.942369,51.696831,160.173355,22.958895,0.0,0.0
ECOR-60,O25,365.049072,,753.962402,756.708618,1529.085205,1021.287537,1819.500488,2223.129883,785.938843,737.957458,788.870117,1043.168213,680.180847,1590.112915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,55.854366,0.0,0.0,0.0,0.0,87.442337,28.034498,0.0,0.0,0.0,0.0,0.0,2060.58252,19.412785,527.62439,74.846275,18.619699,0.0,559.598694,0.0,22.053528,0.0,0.0,0.0,0.0,1910.343262,194.589783,0.0,43.780312,258.177399,0.0,0.0,0.0,0.0,0.0,274.521698,0.0,0.0,0.0,33.649139,0.0,48.258625,0.0,0.0,18.57588,0.0,0.0,0.0,0.0,77.143936,0.0,0.0,30.942369,51.695911,160.173355,48.766861,0.0,0.0
ECOR-61,O2/O50,890.912537,,1384.172852,994.856995,1707.84314,1021.287537,1823.706421,2220.063721,785.938843,776.786255,788.870117,1043.168213,680.180847,1586.069702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,55.61937,0.0,0.0,0.0,0.0,47.296276,21.899082,0.0,0.0,0.0,0.0,0.0,0.0,19.412785,527.883301,75.277939,18.619699,0.0,560.919983,0.0,24.630392,0.0,0.0,0.0,0.0,53.710827,532.041809,0.0,43.780312,253.604019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.973633,0.0,33.649139,0.0,47.799351,0.0,0.0,18.501415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.958706,0.0,0.0,0.0,0.0,0.0
ECOR-62,O2/O50,890.912537,,1384.172852,994.856995,1707.84314,1018.898621,1823.706421,2220.063721,785.938843,776.786255,788.870117,1043.168213,680.180847,1586.069702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,55.61937,0.0,0.0,0.0,0.0,47.233273,21.899082,0.0,0.0,0.0,0.0,0.0,0.0,19.412785,527.883301,75.277939,18.619699,0.0,560.919983,0.0,24.630392,0.0,0.0,0.0,0.0,53.710827,532.041809,0.0,43.701797,253.604019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.973633,0.0,33.649139,0.0,47.799351,0.0,0.0,18.501415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.958706,0.0,0.0,25.324104,0.0,0.0
ECOR-63,O2/O50,143.29924,,1382.424072,1010.464722,1532.330933,1021.287537,1820.59314,2229.106201,779.344055,745.879944,788.870117,509.430511,677.508118,1581.141479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,63.422726,0.0,0.0,0.0,0.0,47.233273,21.529518,0.0,0.0,0.0,0.0,0.0,0.0,19.412785,527.883301,75.579956,18.619699,0.0,560.919983,0.0,24.629187,0.0,0.0,0.0,0.0,53.710827,532.041809,0.0,43.701797,257.086639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.477913,0.0,49.942272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.659798,0.0,0.0,35.391483,0.0,0.0
ECOR-64,O83,158.478043,R1,1382.424072,1010.464722,1533.292847,1021.287537,1820.160156,2223.227783,779.344055,745.879944,788.870117,1043.168213,680.180847,1580.483643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.928345,55.616829,80.928627,0.0,0.0,0.0,47.144188,20.838604,0.0,0.0,0.0,0.0,0.0,0.0,20.397648,527.62439,75.483543,18.619699,296.751526,559.598694,0.0,24.629187,0.0,0.0,0.0,0.0,54.227108,534.70752,17.870075,42.592613,244.701996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.810333,33.477913,0.0,50.80645,903.937012,365.635895,18.560341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.490044,0.0,0.0,0.0,0.0,0.0
ECOR-65,O8,892.364014,R1,753.962402,994.856995,1528.56604,1021.287537,1822.303467,2222.746338,781.974365,764.918701,788.870117,1035.397461,677.508118,1588.522949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.789551,55.741367,81.167953,0.0,0.0,0.0,49.839581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.412785,527.62439,75.073914,18.619699,0.0,560.365479,0.0,24.629187,0.0,0.0,0.0,0.0,53.710827,39.06419,0.0,43.388737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.649139,0.0,49.381287,0.0,0.0,22.535677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.391483,0.0,0.0
